timestamp,pitch,setpoint,error,P,I,D,output
3.0315,-9.69,0.0,9.6875,0.4844,0.0,69.2176,69.702
3.0506,-9.69,0.0,9.6875,0.4844,0.0,0.0,0.4844
3.0709,-9.69,0.0,9.6875,0.4844,0.0,0.0,0.4844
3.091,-9.69,0.0,9.6875,0.4844,0.0,0.0,0.4844
3.111,-9.69,0.0,9.6875,0.4844,0.0,0.0,0.4844
3.1311,-9.75,0.0,9.75,0.4875,0.0,0.1365,0.624
3.1494,-9.69,0.0,9.6875,0.4844,0.0,-0.1504,0.3339
3.1718,-9.69,0.0,9.6875,0.4844,0.0,0.0,0.4844
3.1896,-9.75,0.0,9.75,0.4875,0.0,0.1537,0.6412
3.214,-9.81,0.0,9.8125,0.4906,0.0,0.1126,0.6032
3.2323,-9.88,0.0,9.875,0.4938,0.0,0.1506,0.6443
3.251,-9.94,0.0,9.9375,0.4969,0.0,0.1466,0.6435
3.2721,-10.0,0.0,10.0,0.5,0.0,0.1302,0.6302
3.2918,-10.0,0.0,10.0,0.5,0.0,0.0,0.5
3.3125,-9.94,0.0,9.9375,0.4969,0.0,-0.1331,0.3638
3.3328,-9.94,0.0,9.9375,0.4969,0.0,0.0,0.4969
3.3533,-9.81,0.0,9.8125,0.4906,0.0,-0.2683,0.2223
3.3734,-9.62,0.0,9.625,0.4813,0.0,-0.41,0.0713
3.3927,-9.56,0.0,9.5625,0.4781,0.0,-0.1426,0.3356
3.4135,-9.38,0.0,9.375,0.4688,0.0,-0.3975,0.0712
3.4333,-9.06,0.0,9.0625,0.4531,0.0,-0.6933,-0.2401
3.4535,-8.94,0.0,8.9375,0.4469,0.0,-0.2725,0.1744
3.4735,-8.56,0.0,8.5625,0.4281,0.0,-0.8267,-0.3986
3.4932,-8.31,0.0,8.3125,0.4156,0.0,-0.5568,-0.1412
3.5143,-7.69,0.0,7.6875,0.3844,0.0,-1.3027,-0.9183
3.5346,-7.25,0.0,7.25,0.3625,0.0,-0.9484,-0.5859
3.5537,-7.0,0.0,7.0,0.35,0.0,-0.5761,-0.2261
3.5743,-6.19,0.0,6.1875,0.3094,0.0,-1.7373,-1.4279
3.5946,-5.88,0.0,5.875,0.2938,0.0,-0.6785,-0.3848
3.6152,-4.88,0.0,4.875,0.2438,0.0,-2.1303,-1.8866
3.6369,-4.19,0.0,4.1875,0.2094,0.0,-1.3924,-1.183
3.6544,-3.38,0.0,3.375,0.1688,0.0,-2.0519,-1.8831
3.675,-2.62,0.0,2.625,0.1313,0.0,-1.6,-1.4688
3.6956,-1.81,0.0,1.8125,0.0906,0.0,-1.7352,-1.6446
3.7157,-0.94,0.0,0.9375,0.0469,0.0,-1.911,-1.8642
3.7354,0.06,0.0,-0.0625,-0.0031,0.0,-2.2372,-2.2403
3.7561,1.25,0.0,-1.25,-0.0625,0.0,-2.5264,-2.5889
3.7765,2.56,0.0,-2.5625,-0.1281,0.0,-2.8352,-2.9633
3.7955,3.88,0.0,-3.875,-0.1938,0.0,-3.0267,-3.2204
3.8157,5.19,0.0,-5.1875,-0.2594,0.0,-2.8578,-3.1172
3.8365,6.5,0.0,-6.5,-0.325,0.0,-2.7768,-3.1018
3.8569,7.62,0.0,-7.625,-0.3813,0.0,-2.4244,-2.8057
3.8765,8.75,0.0,-8.75,-0.4375,0.0,-2.5372,-2.9747
3.8969,9.75,0.0,-9.75,-0.4875,0.0,-2.1508,-2.6383
3.9177,10.69,0.0,-10.6875,-0.5344,0.0,-1.9873,-2.5217
3.9372,11.56,0.0,-11.5625,-0.5781,0.0,-1.9722,-2.5503
3.9581,12.44,0.0,-12.4375,-0.6219,0.0,-1.842,-2.4638
3.9786,13.31,0.0,-13.3125,-0.6656,0.0,-1.8785,-2.5441
3.9991,14.12,0.0,-14.125,-0.7063,0.0,-1.7425,-2.4488
4.0188,14.88,0.0,-14.875,-0.7438,0.0,-1.6725,-2.4163
4.0389,15.56,0.0,-15.5625,-0.7781,0.0,-1.5091,-2.2872
4.0601,16.25,0.0,-16.25,-0.8125,0.0,-1.4254,-2.2379
4.082,16.81,0.0,-16.8125,-0.8406,0.0,-1.1305,-1.9711
4.1001,17.31,0.0,-17.3125,-0.8656,0.0,-1.2178,-2.0834
4.1213,17.75,0.0,-17.75,-0.8875,0.0,-0.907,-1.7945
4.1409,18.06,0.0,-18.0625,-0.9031,0.0,-0.7024,-1.6055
4.1637,18.25,0.0,-18.25,-0.9125,0.0,-0.3619,-1.2744
4.1827,18.31,0.0,-18.3125,-0.9156,0.0,-0.1441,-1.0597
4.2026,18.31,0.0,-18.3125,-0.9156,-0.0,0.0,-0.9156
4.2229,18.25,0.0,-18.25,-0.9125,-0.0,0.1359,-0.7766
4.2463,18.12,0.0,-18.125,-0.9062,-0.0,0.2342,-0.6721
4.2686,17.94,0.0,-17.9375,-0.8969,-0.0,0.3706,-0.5263
4.2887,17.69,0.0,-17.6875,-0.8844,-0.0,0.5465,-0.3379
4.3108,17.19,0.0,-17.1875,-0.8594,-0.0,0.9972,0.1379
4.3305,16.81,0.0,-16.8125,-0.8406,-0.0,0.8386,-0.0021
4.348,16.56,0.0,-16.5625,-0.8281,-0.0,0.629,-0.1992
4.3702,15.69,0.0,-15.6875,-0.7844,-0.0,1.7286,0.9442
4.389,15.06,0.0,-15.0625,-0.7531,-0.0,1.4667,0.7135
4.4088,14.31,0.0,-14.3125,-0.7156,-0.0,1.6634,0.9478
4.4289,13.44,0.0,-13.4375,-0.6719,-0.0,1.9147,1.2428
4.4487,13.0,0.0,-13.0,-0.65,-0.0,0.9711,0.3211
4.4702,11.62,0.0,-11.625,-0.5813,-0.0,2.8236,2.2423
4.4901,10.62,0.0,-10.625,-0.5312,-0.0,2.216,1.6847
4.5109,9.56,0.0,-9.5625,-0.4781,-0.0,2.2414,1.7633
4.5306,8.44,0.0,-8.4375,-0.4219,-0.0,2.5118,2.0899
4.5506,7.94,0.0,-7.9375,-0.3969,-0.0,1.1012,0.7043
4.5704,6.44,0.0,-6.4375,-0.3219,-0.0,3.3373,3.0154
4.5908,5.38,0.0,-5.375,-0.2687,-0.0,2.2817,2.0129
4.6106,4.31,0.0,-4.3125,-0.2156,-0.0,2.368,2.1524
4.631,3.25,0.0,-3.25,-0.1625,-0.0,2.2902,2.1277
4.651,2.25,0.0,-2.25,-0.1125,-0.0,2.2055,2.093
4.6714,1.31,0.0,-1.3125,-0.0656,-0.0,2.0233,1.9577
4.6915,0.31,0.0,-0.3125,-0.0156,-0.0,2.186,2.1704
4.7115,-0.56,0.0,0.5625,0.0281,-0.0,1.9258,1.9539
4.7359,-1.5,0.0,1.5,0.075,-0.0,1.6955,1.7705
4.7538,-2.38,0.0,2.375,0.1188,-0.0,2.134,2.2528
4.7727,-3.12,0.0,3.125,0.1562,-0.0,1.7525,1.9088
4.7925,-3.75,0.0,3.75,0.1875,-0.0,1.3835,1.571
4.8128,-4.25,0.0,4.25,0.2125,-0.0,1.0853,1.2978
4.8328,-4.69,0.0,4.6875,0.2344,-0.0,0.9648,1.1992
4.8534,-5.12,0.0,5.125,0.2563,-0.0,0.9325,1.1887
4.8739,-5.44,0.0,5.4375,0.2719,-0.0,0.6712,0.9431
4.893,-5.75,0.0,5.75,0.2875,-0.0,0.7182,1.0057
4.9134,-5.88,0.0,5.875,0.2938,-0.0,0.2704,0.5641
4.934,-5.94,0.0,5.9375,0.2969,-0.0,0.1336,0.4305
4.954,-5.88,0.0,5.875,0.2938,-0.0,-0.1371,0.1566
4.9737,-5.75,0.0,5.75,0.2875,-0.0,-0.2787,0.0088
4.9937,-5.5,0.0,5.5,0.275,-0.0,-0.5521,-0.2771
5.0145,-5.19,0.0,5.1875,0.2594,-0.0,-0.659,-0.3996
5.0341,-4.75,0.0,4.75,0.2375,-0.0,-0.9857,-0.7482
5.0543,-4.12,0.0,4.125,0.2063,-0.0,-1.3574,-1.1511
5.0741,-3.44,0.0,3.4375,0.1719,-0.0,-1.5274,-1.3555
5.0945,-2.75,0.0,2.75,0.1375,-0.0,-1.4877,-1.3502
5.1147,-2.0,0.0,2.0,0.1,-0.0,-1.6344,-1.5344
5.1346,-1.25,0.0,1.25,0.0625,-0.0,-1.655,-1.5925
