timestamp,pitch,setpoint,error,P,I,D,output
13.3176,5.81,0.0,-5.8125,-5.8125,-0.0,-127.8242,-133.6367
13.3341,5.81,0.0,-5.8125,-5.8125,-0.0,-108.6506,-114.4631
13.3486,5.81,0.0,-5.8125,-5.8125,-0.0,-92.353,-98.1655
13.3668,5.81,0.0,-5.8125,-5.8125,-0.0,-78.5,-84.3125
13.3805,5.88,0.0,-5.875,-5.875,-0.0,-67.0333,-72.9083
13.3977,5.94,0.0,-5.9375,-5.9375,-0.0,-57.224,-63.1615
13.4109,6.0,0.0,-6.0,-6.0,-0.0,-48.9588,-54.9588
13.4278,6.0,0.0,-6.0,-6.0,-0.0,-41.615,-47.615
13.4428,6.06,0.0,-6.0625,-6.0625,-0.0,-35.6536,-41.7161
13.4567,6.06,0.0,-6.0625,-6.0625,-0.0,-30.3056,-36.3681
13.4703,6.25,0.0,-6.25,-6.25,-0.0,-26.6797,-32.9297
13.4875,6.38,0.0,-6.375,-6.375,-0.0,-23.1682,-29.5432
13.5012,6.69,0.0,-6.6875,-6.6875,-0.0,-21.2366,-27.9241
13.5152,6.81,0.0,-6.8125,-6.8125,-0.0,-18.6521,-25.4646
13.5295,7.0,0.0,-7.0,-7.0,-0.0,-16.7401,-23.7401
13.548,7.06,0.0,-7.0625,-7.0625,-0.0,-14.4573,-21.5198
13.5622,7.19,0.0,-7.1875,-7.1875,-0.0,-12.8834,-20.0709
13.5785,7.25,0.0,-7.25,-7.25,-0.0,-11.209,-18.459
13.5927,7.31,0.0,-7.3125,-7.3125,-0.0,-9.826,-17.1385
13.6063,7.31,0.0,-7.3125,-7.3125,-0.0,-8.3521,-15.6646
13.6198,7.25,0.0,-7.25,-7.25,-0.0,-6.7869,-14.0369
13.6381,7.19,0.0,-7.1875,-7.1875,-0.0,-5.5393,-12.7268
13.6522,7.06,0.0,-7.0625,-7.0625,-0.0,-4.1072,-11.1697
13.6657,6.94,0.0,-6.9375,-6.9375,-0.0,-2.8658,-9.8033
13.6804,6.69,0.0,-6.6875,-6.6875,-0.0,-1.292,-7.9795
13.6993,6.5,0.0,-6.5,-6.5,-0.0,-0.4281,-6.9281
13.7161,6.19,0.0,-6.1875,-6.1875,-0.0,0.8921,-5.2954
13.7306,5.81,0.0,-5.8125,-5.8125,-0.0,2.5084,-3.3041
13.7492,5.56,0.0,-5.5625,-5.5625,-0.0,3.0393,-2.5232
13.7636,4.88,0.0,-4.875,-4.875,-0.0,5.802,0.927
13.7811,4.44,0.0,-4.4375,-4.4375,-0.0,6.6192,2.1817
13.7998,3.38,0.0,-3.375,-3.375,-0.0,9.4516,6.0766
13.8138,2.06,0.0,-2.0625,-2.0625,-0.0,14.3841,12.3216
13.8314,1.31,0.0,-1.3125,-1.3125,-0.0,15.1072,13.7947
13.8505,-0.19,0.0,0.1875,0.1875,-0.0,18.1263,18.3138
13.8672,-1.81,0.0,1.8125,1.8125,-0.0,22.0015,23.814
13.8823,-3.44,0.0,3.4375,3.4375,-0.0,25.9543,29.3918
13.8998,-4.19,0.0,4.1875,4.1875,-0.0,24.9531,29.1406
13.9131,-5.56,0.0,5.5625,5.5625,-0.0,28.1799,33.7424
13.9299,-6.19,0.0,6.1875,6.1875,-0.0,26.4582,32.6457
13.9435,-7.44,0.0,7.4375,7.4375,-0.0,28.7262,36.1637
13.9569,-8.0,0.0,8.0,8.0,-0.0,27.2427,35.2427
13.9709,-8.62,0.0,8.625,8.625,-0.0,26.1779,34.8029
13.9868,-9.81,0.0,9.8125,9.8125,-0.0,27.2776,37.0901
14.0016,-11.0,0.0,11.0,11.0,-0.0,28.601,39.601
14.015,-11.62,0.0,11.625,11.625,-0.0,27.4709,39.0959
14.031,-12.19,0.0,12.1875,12.1875,-0.0,25.7241,37.9116
14.0458,-13.19,0.0,13.1875,13.1875,-0.0,26.4226,39.6101
14.0594,-13.69,0.0,13.6875,13.6875,-0.0,24.9311,38.6186
14.0729,-14.5,0.0,14.5,14.5,-0.0,25.2522,39.7522
14.0906,-14.81,0.0,14.8125,14.8125,-0.0,22.6565,37.469
14.104,-15.44,0.0,15.4375,15.4375,-0.0,22.4226,37.8601
14.1172,-15.69,0.0,15.6875,15.6875,-0.0,20.3293,36.0168
14.1321,-15.88,0.0,15.875,15.875,-0.0,18.1334,34.0084
14.1478,-16.19,0.0,16.1875,16.1875,0.0,16.7539,32.9414
14.1614,-16.31,0.0,16.3125,16.3125,0.0,14.864,31.1765
14.1747,-16.38,0.0,16.375,16.375,0.0,12.9496,29.3246
14.1913,-16.31,0.0,16.3125,16.3125,0.0,10.7523,27.0648
14.2052,-16.06,0.0,16.0625,16.0625,0.0,7.9251,23.9876
14.2184,-15.88,0.0,15.875,15.875,0.0,5.7796,21.6546
14.2323,-15.31,0.0,15.3125,15.3125,0.0,2.173,17.4855
14.2473,-15.0,0.0,15.0,15.0,0.0,0.4406,15.4406
14.2603,-14.62,0.0,14.625,14.625,0.0,-1.5612,13.0638
14.2736,-13.81,0.0,13.8125,13.8125,0.0,-5.4713,8.3412
14.2908,-13.31,0.0,13.3125,13.3125,0.0,-6.6104,6.7021
14.3039,-12.25,0.0,12.25,12.25,0.0,-11.1098,1.1402
14.317,-11.62,0.0,11.625,11.625,0.0,-12.659,-1.034
14.3324,-11.0,0.0,11.0,11.0,0.0,-13.4917,-2.4917
14.3455,-9.69,0.0,9.6875,9.6875,0.0,-18.2691,-8.5816
14.3585,-9.0,0.0,9.0,9.0,0.0,-19.0847,-10.0847
14.373,-8.19,0.0,8.1875,8.1875,0.0,-19.994,-11.8065
14.3871,-6.62,0.0,6.625,6.625,0.0,-24.4766,-17.8516
