timestamp,pitch,setpoint,error,P,I,D,output
6.5232,5.12,0.0,-5.125,-1.025,-0.0015,0.0,-1.0265
6.5407,5.12,0.0,-5.125,-1.025,-0.0105,0.0,-1.0355
6.5541,5.12,0.0,-5.125,-1.025,-0.0174,0.0,-1.0424
6.5676,5.12,0.0,-5.125,-1.025,-0.0243,0.0,-1.0493
6.5828,5.12,0.0,-5.125,-1.025,-0.0321,0.0,-1.0571
6.599,5.12,0.0,-5.125,-1.025,-0.0404,0.0,-1.0654
6.6139,5.12,0.0,-5.125,-1.025,-0.048,0.0,-1.073
6.6273,5.12,0.0,-5.125,-1.025,-0.0549,0.0,-1.0799
6.6433,5.12,0.0,-5.125,-1.025,-0.0631,0.0,-1.0881
6.659,5.06,0.0,-5.0625,-1.0125,-0.071,0.1497,-0.9339
6.6726,5.06,0.0,-5.0625,-1.0125,-0.078,0.1123,-0.9782
6.6862,5.0,0.0,-5.0,-1.0,-0.0848,0.2564,-0.8284
6.7028,5.0,0.0,-5.0,-1.0,-0.093,0.1923,-0.9008
6.7163,5.06,0.0,-5.0625,-1.0125,-0.0999,-0.0294,-1.1418
6.7297,5.06,0.0,-5.0625,-1.0125,-0.1067,-0.022,-1.1412
6.7438,5.12,0.0,-5.125,-1.025,-0.1139,-0.1829,-1.3218
6.7595,5.19,0.0,-5.1875,-1.0375,-0.122,-0.287,-1.4465
6.7742,5.25,0.0,-5.25,-1.05,-0.1297,-0.3747,-1.5545
6.7889,5.19,0.0,-5.1875,-1.0375,-0.1374,-0.1223,-1.2972
6.8043,5.19,0.0,-5.1875,-1.0375,-0.1454,-0.0917,-1.2746
6.8178,5.06,0.0,-5.0625,-1.0125,-0.1522,0.2807,-0.884
6.831,5.0,0.0,-5.0,-1.0,-0.1588,0.3872,-0.7717
6.8448,4.88,0.0,-4.875,-0.975,-0.1655,0.6298,-0.5107
6.8585,4.81,0.0,-4.8125,-0.9625,-0.1721,0.644,-0.4907
6.8718,4.75,0.0,-4.75,-0.95,-0.1785,0.6588,-0.4697
6.8852,4.69,0.0,-4.6875,-0.9375,-0.1847,0.6696,-0.4526
6.9007,4.69,0.0,-4.6875,-0.9375,-0.192,0.5022,-0.6273
6.9151,4.62,0.0,-4.625,-0.925,-0.1986,0.5402,-0.5834
6.9285,4.56,0.0,-4.5625,-0.9125,-0.2048,0.5794,-0.5378
6.9445,4.56,0.0,-4.5625,-0.9125,-0.2121,0.4346,-0.69
6.9608,4.44,0.0,-4.4375,-0.8875,-0.2193,0.613,-0.4938
6.9746,4.38,0.0,-4.375,-0.875,-0.2253,0.6293,-0.471
6.9883,4.19,0.0,-4.1875,-0.8375,-0.2311,0.9882,-0.0803
7.0046,4.12,0.0,-4.125,-0.825,-0.2378,0.8842,-0.1786
7.0181,3.94,0.0,-3.9375,-0.7875,-0.2431,1.1847,0.1541
7.0316,3.88,0.0,-3.875,-0.775,-0.2483,1.0626,0.0392
7.0455,3.75,0.0,-3.75,-0.75,-0.2535,1.1347,0.1311
7.0602,3.75,0.0,-3.75,-0.75,-0.2591,0.851,-0.1581
7.0734,3.69,0.0,-3.6875,-0.7375,-0.2639,0.8178,-0.1836
7.0866,3.69,0.0,-3.6875,-0.7375,-0.2688,0.6133,-0.393
7.1047,3.62,0.0,-3.625,-0.725,-0.2754,0.5894,-0.411
7.1183,3.56,0.0,-3.5625,-0.7125,-0.2802,0.6147,-0.378
7.1319,3.56,0.0,-3.5625,-0.7125,-0.285,0.4611,-0.5365
7.1463,3.44,0.0,-3.4375,-0.6875,-0.29,0.6716,-0.3059
7.1622,3.44,0.0,-3.4375,-0.6875,-0.2955,0.5037,-0.4793
7.1759,3.38,0.0,-3.375,-0.675,-0.3001,0.5487,-0.4264
7.191,3.38,0.0,-3.375,-0.675,-0.3052,0.4115,-0.5687
7.2063,3.38,0.0,-3.375,-0.675,-0.3104,0.3086,-0.6767
7.2199,3.38,0.0,-3.375,-0.675,-0.315,0.2315,-0.7585
7.2332,3.38,0.0,-3.375,-0.675,-0.3194,0.1736,-0.8208
7.2477,3.44,0.0,-3.4375,-0.6875,-0.3244,-0.0313,-1.0432
7.2637,3.44,0.0,-3.4375,-0.6875,-0.3299,-0.0234,-1.0409
7.2774,3.44,0.0,-3.4375,-0.6875,-0.3346,-0.0176,-1.0397
7.2909,3.5,0.0,-3.5,-0.7,-0.3394,-0.1867,-1.226
7.3066,3.56,0.0,-3.5625,-0.7125,-0.3449,-0.2895,-1.3469
7.3196,3.62,0.0,-3.625,-0.725,-0.3497,-0.397,-1.4717
7.333,3.69,0.0,-3.6875,-0.7375,-0.3546,-0.4731,-1.5652
7.3475,3.75,0.0,-3.75,-0.75,-0.36,-0.5159,-1.626
7.3632,3.81,0.0,-3.8125,-0.7625,-0.366,-0.5371,-1.6656
7.3768,3.81,0.0,-3.8125,-0.7625,-0.3712,-0.4028,-1.5365
7.3905,3.88,0.0,-3.875,-0.775,-0.3765,-0.4738,-1.6253
7.4068,3.88,0.0,-3.875,-0.775,-0.3828,-0.3553,-1.5132
7.4205,3.88,0.0,-3.875,-0.775,-0.3881,-0.2665,-1.4296
7.4341,3.88,0.0,-3.875,-0.775,-0.3934,-0.1999,-1.3683
7.448,3.88,0.0,-3.875,-0.775,-0.3988,-0.1499,-1.3237
7.4638,3.81,0.0,-3.8125,-0.7625,-0.4048,0.0372,-1.1301
7.4773,3.81,0.0,-3.8125,-0.7625,-0.41,0.0279,-1.1446
7.4908,3.75,0.0,-3.75,-0.75,-0.415,0.1968,-0.9682
7.5072,3.75,0.0,-3.75,-0.75,-0.4212,0.1476,-1.0236
7.5205,3.69,0.0,-3.6875,-0.7375,-0.4261,0.2863,-0.8773
7.5347,3.62,0.0,-3.625,-0.725,-0.4312,0.3811,-0.7752
7.5488,3.56,0.0,-3.5625,-0.7125,-0.4362,0.4516,-0.6971
7.5643,3.5,0.0,-3.5,-0.7,-0.4417,0.4898,-0.6518
7.5778,3.38,0.0,-3.375,-0.675,-0.4462,0.715,-0.4062
7.5914,3.25,0.0,-3.25,-0.65,-0.4507,0.879,-0.2217
7.608,3.19,0.0,-3.1875,-0.6375,-0.4559,0.8011,-0.2923
7.6213,3.0,0.0,-3.0,-0.6,-0.4599,1.1261,0.0662
7.6347,2.88,0.0,-2.875,-0.575,-0.4638,1.196,0.1572
7.6489,2.75,0.0,-2.75,-0.55,-0.4676,1.231,0.2133
7.6622,2.69,0.0,-2.6875,-0.5375,-0.4713,1.0974,0.0887
7.6755,2.62,0.0,-2.625,-0.525,-0.4748,0.9988,-0.001
7.689,2.44,0.0,-2.4375,-0.4875,-0.478,1.2706,0.3051
7.7024,2.38,0.0,-2.375,-0.475,-0.4812,1.1282,0.172
7.7187,2.31,0.0,-2.3125,-0.4625,-0.485,0.9896,0.0421
7.7322,2.19,0.0,-2.1875,-0.4375,-0.488,1.0885,0.1631
7.7486,2.06,0.0,-2.0625,-0.4125,-0.4913,1.1028,0.199
7.762,1.88,0.0,-1.875,-0.375,-0.4938,1.3522,0.4833
7.7758,1.81,0.0,-1.8125,-0.3625,-0.4963,1.1844,0.3256
7.7892,1.69,0.0,-1.6875,-0.3375,-0.4986,1.238,0.4019
7.8028,1.56,0.0,-1.5625,-0.3125,-0.5007,1.273,0.4598
7.8193,1.5,0.0,-1.5,-0.3,-0.5032,1.0969,0.2937
7.8326,1.44,0.0,-1.4375,-0.2875,-0.5051,0.9982,0.2056
7.8493,1.38,0.0,-1.375,-0.275,-0.5074,0.8895,0.1071
7.8626,1.38,0.0,-1.375,-0.275,-0.5092,0.6671,-0.1171
7.8759,1.38,0.0,-1.375,-0.275,-0.5111,0.5003,-0.2857
7.8895,1.44,0.0,-1.4375,-0.2875,-0.513,0.2027,-0.5979
7.9026,1.5,0.0,-1.5,-0.3,-0.515,-0.0268,-0.8418
7.9195,1.5,0.0,-1.5,-0.3,-0.5175,-0.0201,-0.8377
7.9329,1.62,0.0,-1.625,-0.325,-0.5197,-0.3659,-1.2106
7.9495,1.62,0.0,-1.625,-0.325,-0.5224,-0.2745,-1.1219
7.9631,1.75,0.0,-1.75,-0.35,-0.5248,-0.5512,-1.426
7.9764,1.81,0.0,-1.8125,-0.3625,-0.5272,-0.5886,-1.4783
7.9899,1.88,0.0,-1.875,-0.375,-0.5297,-0.6162,-1.5209
8.0035,2.0,0.0,-2.0,-0.4,-0.5324,-0.8054,-1.7379
8.0205,2.06,0.0,-2.0625,-0.4125,-0.536,-0.7421,-1.6906
8.0339,2.12,0.0,-2.125,-0.425,-0.5388,-0.7317,-1.6955
8.0506,2.19,0.0,-2.1875,-0.4375,-0.5425,-0.6886,-1.6686
8.064,2.31,0.0,-2.3125,-0.4625,-0.5456,-0.8669,-1.875
8.0773,2.38,0.0,-2.375,-0.475,-0.5487,-0.8263,-1.85
8.0902,2.44,0.0,-2.4375,-0.4875,-0.5519,-0.8012,-1.8406
8.1024,2.56,0.0,-2.5625,-0.5125,-0.555,-0.9872,-2.0547
8.1196,2.62,0.0,-2.625,-0.525,-0.5595,-0.8766,-1.9611
8.1317,2.75,0.0,-2.75,-0.55,-0.5628,-1.0445,-2.1573
8.144,2.75,0.0,-2.75,-0.55,-0.5662,-0.7834,-1.8996
8.1604,2.81,0.0,-2.8125,-0.5625,-0.5708,-0.7309,-1.8643
8.1725,2.88,0.0,-2.875,-0.575,-0.5743,-0.7418,-1.8911
8.1846,2.94,0.0,-2.9375,-0.5875,-0.5779,-0.7501,-1.9154
8.2007,2.94,0.0,-2.9375,-0.5875,-0.5826,-0.5626,-1.7326
8.2129,3.0,0.0,-3.0,-0.6,-0.5862,-0.6147,-1.801
8.2249,3.0,0.0,-3.0,-0.6,-0.5899,-0.4611,-1.6509
8.237,3.06,0.0,-3.0625,-0.6125,-0.5935,-0.5402,-1.7463
8.2513,3.06,0.0,-3.0625,-0.6125,-0.5979,-0.4052,-1.6156
8.2633,3.19,0.0,-3.1875,-0.6375,-0.6018,-0.6926,-1.9319
8.2758,3.19,0.0,-3.1875,-0.6375,-0.6057,-0.5195,-1.7627
8.2879,3.19,0.0,-3.1875,-0.6375,-0.6096,-0.3896,-1.6367
8.3018,3.19,0.0,-3.1875,-0.6375,-0.614,-0.2922,-1.5437
8.3138,3.12,0.0,-3.125,-0.625,-0.6178,-0.0246,-1.2674
8.3262,3.06,0.0,-3.0625,-0.6125,-0.6216,0.1703,-1.0638
8.3385,2.94,0.0,-2.9375,-0.5875,-0.6252,0.5104,-0.7023
8.3522,2.88,0.0,-2.875,-0.575,-0.6291,0.5541,-0.65
8.3642,2.69,0.0,-2.6875,-0.5375,-0.6324,0.9982,-0.1717
8.3764,2.56,0.0,-2.5625,-0.5125,-0.6355,1.1337,-0.0142
8.3886,2.44,0.0,-2.4375,-0.4875,-0.6384,1.2356,0.1096
8.4024,2.31,0.0,-2.3125,-0.4625,-0.6416,1.2655,0.1614
8.4146,2.06,0.0,-2.0625,-0.4125,-0.6442,1.7185,0.6618
8.4267,2.0,0.0,-2.0,-0.4,-0.6466,1.4822,0.4356
8.4388,1.88,0.0,-1.875,-0.375,-0.6488,1.5004,0.4766
8.4524,1.75,0.0,-1.75,-0.35,-0.6512,1.4684,0.4671
8.4645,1.56,0.0,-1.5625,-0.3125,-0.6531,1.6837,0.7181
8.4766,1.5,0.0,-1.5,-0.3,-0.6549,1.4558,0.5009
8.4888,1.44,0.0,-1.4375,-0.2875,-0.6567,1.2848,0.3406
8.5029,1.31,0.0,-1.3125,-0.2625,-0.6585,1.2967,0.3757
8.5149,1.12,0.0,-1.125,-0.225,-0.6599,1.5551,0.6702
8.5271,1.0,0.0,-1.0,-0.2,-0.6611,1.5515,0.6904
8.5393,0.88,0.0,-0.875,-0.175,-0.6622,1.5484,0.7113
8.5531,0.75,0.0,-0.75,-0.15,-0.6632,1.5018,0.6886
