timestamp,pitch,setpoint,error,P,I,D,output
6.2805,-2.12,0.0,2.125,0.2125,0.0005,0.0,0.213
6.298,-2.12,0.0,2.125,0.2125,0.0042,0.0,0.2167
6.3115,-2.12,0.0,2.125,0.2125,0.0071,0.0,0.2196
6.3293,-2.12,0.0,2.125,0.2125,0.0109,0.0,0.2234
6.3444,-2.19,0.0,2.1875,0.2188,0.0142,0.6222,0.8551
6.3597,-2.19,0.0,2.1875,0.2188,0.0175,0.3111,0.5473
6.3729,-2.31,0.0,2.3125,0.2313,0.0206,1.5805,1.8323
6.3891,-2.31,0.0,2.3125,0.2313,0.0243,0.7903,1.0458
6.4023,-2.38,0.0,2.375,0.2375,0.0274,1.1045,1.3694
6.4155,-2.44,0.0,2.4375,0.2438,0.0307,1.2612,1.5356
6.4293,-2.5,0.0,2.5,0.25,0.0341,1.3089,1.593
6.4426,-2.69,0.0,2.6875,0.2687,0.0377,2.7774,3.0838
6.4595,-2.75,0.0,2.75,0.275,0.0423,1.9413,2.2586
6.4728,-2.88,0.0,2.875,0.2875,0.0462,2.3851,2.7188
6.4896,-2.94,0.0,2.9375,0.2938,0.0511,1.7493,2.0942
6.5027,-2.94,0.0,2.9375,0.2938,0.0549,0.8747,1.2233
6.5158,-2.94,0.0,2.9375,0.2938,0.0588,0.4373,0.7899
6.5295,-2.94,0.0,2.9375,0.2938,0.0628,0.2187,0.5752
6.5427,-2.81,0.0,2.8125,0.2812,0.0665,-1.319,-0.9712
6.56,-2.81,0.0,2.8125,0.2812,0.0714,-0.6595,-0.3068
6.5737,-2.81,0.0,2.8125,0.2812,0.0752,-0.3297,0.0268
6.59,-2.81,0.0,2.8125,0.2812,0.0799,-0.1649,0.1962
6.6033,-2.69,0.0,2.6875,0.2687,0.0834,-1.5039,-1.1517
6.6162,-2.62,0.0,2.625,0.2625,0.0868,-1.4729,-1.1236
6.6297,-2.5,0.0,2.5,0.25,0.0902,-2.1298,-1.7896
6.6427,-2.25,0.0,2.25,0.225,0.0931,-3.9488,-3.6307
6.6604,-2.12,0.0,2.125,0.2125,0.0969,-3.0363,-2.7269
6.6735,-1.81,0.0,1.8125,0.1813,0.0992,-5.0865,-4.806
6.6905,-1.62,0.0,1.625,0.1625,0.102,-4.1933,-3.9288
6.7036,-1.31,0.0,1.3125,0.1313,0.1037,-5.6984,-5.4634
6.7177,-1.19,0.0,1.1875,0.1188,0.1054,-4.1788,-3.9547
6.7315,-1.0,0.0,1.0,0.1,0.1068,-4.1215,-3.9148
6.7445,-0.75,0.0,0.75,0.075,0.1077,-4.9428,-4.76
6.7611,-0.62,0.0,0.625,0.0625,0.1088,-3.6021,-3.4308
6.7741,-0.31,0.0,0.3125,0.0312,0.1092,-5.4043,-5.2638
6.791,-0.12,0.0,0.125,0.0125,0.1094,-4.3701,-4.2482
6.804,0.19,0.0,-0.1875,-0.0188,0.1092,-5.7758,-5.6854
6.817,0.38,0.0,-0.375,-0.0375,0.1087,-5.0472,-4.976
6.83,0.62,0.0,-0.625,-0.0625,0.1079,-5.4115,-5.3662
6.844,1.19,0.0,-1.1875,-0.1188,0.1062,-8.7306,-8.7432
6.8618,1.44,0.0,-1.4375,-0.1438,0.1036,-6.4778,-6.5179
6.8762,1.94,0.0,-1.9375,-0.1938,0.1008,-8.4275,-8.5204
6.892,2.12,0.0,-2.125,-0.2125,0.0975,-5.9974,-6.1124
6.9054,2.5,0.0,-2.5,-0.25,0.0941,-7.1982,-7.3541
6.9188,2.62,0.0,-2.625,-0.2625,0.0906,-5.0001,-5.1719
6.933,2.94,0.0,-2.9375,-0.2938,0.0865,-5.8355,-6.0428
6.9487,3.12,0.0,-3.125,-0.3125,0.0815,-4.6926,-4.9236
6.9633,3.44,0.0,-3.4375,-0.3438,0.0765,-5.5502,-5.8175
6.977,3.62,0.0,-3.625,-0.3625,0.0715,-4.8262,-5.1171
6.9928,3.75,0.0,-3.75,-0.375,0.0656,-3.6019,-3.9113
7.0066,3.94,0.0,-3.9375,-0.3938,0.0602,-3.8397,-4.1732
7.02,4.06,0.0,-4.0625,-0.4062,0.0547,-3.3157,-3.6672
7.0335,4.19,0.0,-4.1875,-0.4188,0.0491,-3.0523,-3.422
7.0507,4.19,0.0,-4.1875,-0.4188,0.0419,-1.5262,-1.903
7.0643,4.19,0.0,-4.1875,-0.4188,0.0362,-0.7631,-1.1456
7.0773,4.19,0.0,-4.1875,-0.4188,0.0307,-0.3815,-0.7695
7.0929,4.12,0.0,-4.125,-0.4125,0.0243,0.4097,0.0215
7.1062,4.0,0.0,-4.0,-0.4,0.019,1.614,1.2329
7.1197,3.94,0.0,-3.9375,-0.3938,0.0137,1.5027,1.1227
7.1338,3.69,0.0,-3.6875,-0.3688,0.0085,3.4151,3.0549
7.1487,3.5,0.0,-3.5,-0.35,0.0033,3.5998,3.2531
7.164,3.38,0.0,-3.375,-0.3375,-0.0019,3.0253,2.6859
7.1773,3.0,0.0,-3.0,-0.3,-0.0059,5.7238,5.4179
7.1934,2.81,0.0,-2.8125,-0.2812,-0.0104,4.6078,4.3161
7.207,2.31,0.0,-2.3125,-0.2313,-0.0136,7.8366,7.5918
7.2206,2.06,0.0,-2.0625,-0.2063,-0.0164,6.6709,6.4483
7.2347,1.5,0.0,-1.5,-0.15,-0.0185,9.3187,9.1502
7.2514,1.19,0.0,-1.1875,-0.1188,-0.0205,7.4631,7.3238
7.2649,0.56,0.0,-0.5625,-0.0563,-0.0212,10.7025,10.625
7.2781,0.31,0.0,-0.3125,-0.0312,-0.0216,8.1932,8.1403
7.2946,0.0,0.0,0.0,0.0,-0.0216,6.9347,6.913
7.3095,-0.5,0.0,0.5,0.05,-0.0209,8.4829,8.512
7.3231,-0.75,0.0,0.75,0.075,-0.0199,7.0094,7.0646
7.3364,-1.25,0.0,1.25,0.125,-0.0182,9.1375,9.2443
7.3537,-1.56,0.0,1.5625,0.1562,-0.0155,7.2758,7.4165
7.3673,-2.0,0.0,2.0,0.2,-0.0128,8.4851,8.6724
7.3808,-2.25,0.0,2.25,0.225,-0.0097,7.0037,7.2189
7.3952,-2.62,0.0,2.625,0.2625,-0.006,7.467,7.7235
7.41,-2.81,0.0,2.8125,0.2812,-0.0018,5.6139,5.8934
7.4235,-2.94,0.0,2.9375,0.2938,0.0022,4.1909,4.4869
7.4369,-3.19,0.0,3.1875,0.3188,0.0064,4.903,5.2282
7.4543,-3.25,0.0,3.25,0.325,0.0121,2.9906,3.3277
7.4676,-3.31,0.0,3.3125,0.3313,0.0165,2.1973,2.545
7.4812,-3.31,0.0,3.3125,0.3313,0.021,1.0986,1.4509
7.4954,-3.31,0.0,3.3125,0.3313,0.0257,0.5493,0.9063
7.5086,-3.25,0.0,3.25,0.325,0.03,-0.4375,-0.0825
7.5218,-3.19,0.0,3.1875,0.3188,0.0342,-0.9283,-0.5753
7.5357,-3.06,0.0,3.0625,0.3063,0.0385,-1.8128,-1.4681
7.5516,-2.75,0.0,2.75,0.275,0.0428,-3.8541,-3.5363
7.5664,-2.31,0.0,2.3125,0.2313,0.0463,-6.3579,-6.0804
7.5798,-2.06,0.0,2.0625,0.2063,0.049,-5.9854,-5.7301
7.5956,-1.75,0.0,1.75,0.175,0.0518,-5.95,-5.7232
7.609,-1.06,0.0,1.0625,0.1063,0.0532,-10.698,-10.5386
7.6223,-0.81,0.0,0.8125,0.0813,0.0543,-8.1652,-8.0297
7.6367,-0.06,0.0,0.0625,0.0063,0.0544,-11.9003,-11.8396
7.6524,0.31,0.0,-0.3125,-0.0312,0.0539,-9.526,-9.5034
7.6666,1.19,0.0,-1.1875,-0.1188,0.0522,-14.0203,-14.0868
7.6801,1.62,0.0,-1.625,-0.1625,0.05,-11.8814,-11.9939
7.696,2.12,0.0,-2.125,-0.2125,0.0466,-10.6477,-10.8136
7.7094,3.0,0.0,-3.0,-0.3,0.0426,-15.1553,-15.4127
7.7226,3.5,0.0,-3.5,-0.35,0.038,-13.2204,-13.5324
7.7367,3.94,0.0,-3.9375,-0.3938,0.0324,-11.2786,-11.6399
7.7517,4.94,0.0,-4.9375,-0.4938,0.025,-15.6556,-16.1243
7.7673,5.38,0.0,-5.375,-0.5375,0.0167,-12.0405,-12.5614
7.7805,6.31,0.0,-6.3125,-0.6313,0.0083,-16.6475,-17.2705
7.7967,6.81,0.0,-6.8125,-0.6813,-0.0027,-12.9439,-13.6278
7.8107,7.62,0.0,-7.625,-0.7625,-0.0134,-15.1674,-15.9433
7.8246,8.06,0.0,-8.0625,-0.8063,-0.0246,-12.3133,-13.1441
7.8383,9.0,0.0,-9.0,-0.9,-0.037,-16.4119,-17.3489
7.8563,9.44,0.0,-9.4375,-0.9438,-0.054,-11.8492,-12.8469
7.8699,10.19,0.0,-10.1875,-1.0188,-0.0677,-14.2515,-15.3379
7.884,10.56,0.0,-10.5625,-1.0563,-0.0826,-11.1145,-12.2534
7.8983,11.31,0.0,-11.3125,-1.1313,-0.0987,-13.4549,-14.6849
7.9156,11.69,0.0,-11.6875,-1.1687,-0.119,-9.9687,-11.2565
7.9294,12.31,0.0,-12.3125,-1.2313,-0.136,-11.7894,-13.1566
7.9468,12.62,0.0,-12.625,-1.2625,-0.158,-8.5805,-10.001
7.9603,13.0,0.0,-13.0,-1.3,-0.1756,-8.4385,-9.9141
7.9736,13.12,0.0,-13.125,-1.3125,-0.193,-5.6327,-7.1383
7.9871,13.25,0.0,-13.25,-1.325,-0.2109,-4.2052,-5.7411
8.0006,13.31,0.0,-13.3125,-1.3313,-0.2288,-2.7996,-4.3597
8.0176,13.31,0.0,-13.3125,-1.3313,-0.2515,-1.3998,-2.9825
8.0309,13.31,0.0,-13.3125,-1.3313,-0.2693,-0.6999,-2.3004
8.0477,13.31,0.0,-13.3125,-1.3313,-0.2915,-0.3499,-1.9727
8.0638,13.12,0.0,-13.125,-1.3125,-0.3128,1.5646,-0.0607
8.0775,12.94,0.0,-12.9375,-1.2938,-0.3305,2.8325,1.2082
8.0911,12.38,0.0,-12.375,-1.2375,-0.3472,7.6649,6.0802
8.1078,12.12,0.0,-12.125,-1.2125,-0.3675,6.0688,4.4887
8.1209,11.44,0.0,-11.4375,-1.1438,-0.3825,10.9234,9.3971
8.1338,11.0,0.0,-11.0,-1.1,-0.3968,10.5232,9.0265
8.1484,10.5,0.0,-10.5,-1.05,-0.4121,10.4025,8.9405
8.1611,9.44,0.0,-9.4375,-0.9438,-0.424,17.774,16.4062
8.174,8.81,0.0,-8.8125,-0.8813,-0.4354,16.1355,14.8188
8.1867,8.19,0.0,-8.1875,-0.8188,-0.4458,15.4629,14.1983
8.1993,6.81,0.0,-6.8125,-0.6813,-0.4544,24.1503,23.0147
8.212,6.06,0.0,-6.0625,-0.6063,-0.4621,20.9174,19.8491
8.2251,5.31,0.0,-5.3125,-0.5312,-0.469,19.0792,18.0789
8.2383,4.5,0.0,-4.5,-0.45,-0.475,18.7234,17.7984
8.2512,2.94,0.0,-2.9375,-0.2938,-0.4788,27.5288,26.7563
8.2685,2.19,0.0,-2.1875,-0.2188,-0.4826,20.2874,19.5861
8.2816,0.56,0.0,-0.5625,-0.0563,-0.4833,28.7799,28.2403
8.2988,-0.12,0.0,0.125,0.0125,-0.4831,20.4378,19.9672
8.3115,-1.62,0.0,1.625,0.1625,-0.481,27.7292,27.4107
8.3243,-2.38,0.0,2.375,0.2375,-0.4779,22.6281,22.3876
8.3373,-3.06,0.0,3.0625,0.3063,-0.474,19.2332,19.0655
8.3502,-4.44,0.0,4.4375,0.4438,-0.4683,25.6895,25.665
8.3645,-5.06,0.0,5.0625,0.5062,-0.461,19.3904,19.4356
8.3773,-5.69,0.0,5.6875,0.5687,-0.4537,16.9898,17.1049
8.3901,-6.94,0.0,6.9375,0.6938,-0.4448,23.1836,23.4325
8.4027,-7.5,0.0,7.5,0.75,-0.4354,18.2858,18.6004
8.4194,-8.06,0.0,8.0625,0.8063,-0.4219,14.18,14.5644
8.4321,-9.06,0.0,9.0625,0.9062,-0.4104,18.9072,19.403
8.4494,-9.5,0.0,9.5,0.95,-0.394,13.2573,13.8133
8.4623,-10.31,0.0,10.3125,1.0312,-0.3807,16.0632,16.7137
8.475,-10.62,0.0,10.625,1.0625,-0.3672,11.7197,12.4151
8.4879,-10.88,0.0,10.875,1.0875,-0.3531,8.7683,9.5026
8.5008,-11.31,0.0,11.3125,1.1313,-0.3385,9.4599,10.2526
8.5154,-11.38,0.0,11.375,1.1375,-0.3219,5.3727,6.1883
8.5285,-11.5,0.0,11.5,1.15,-0.3069,4.1213,4.9644
8.5412,-11.5,0.0,11.5,1.15,-0.2922,2.0606,2.9184
8.5558,-11.44,0.0,11.4375,1.1438,-0.2756,0.3868,1.255
