timestamp,pitch,setpoint,error,P,I,D,output
6.0313,3.44,0.0,-3.4375,-0.3438,-0.001,0.0,-0.3448
6.048,3.44,0.0,-3.4375,-0.3438,-0.0125,0.0,-0.3563
6.0602,3.44,0.0,-3.4375,-0.3438,-0.0209,0.0,-0.3647
6.0727,3.44,0.0,-3.4375,-0.3438,-0.0295,0.0,-0.3733
6.0884,3.44,0.0,-3.4375,-0.3438,-0.0403,0.0,-0.384
6.1006,3.5,0.0,-3.5,-0.35,-0.0488,-1.1517,-1.5505
6.113,3.5,0.0,-3.5,-0.35,-0.0575,-0.5758,-0.9833
6.1254,3.44,0.0,-3.4375,-0.3438,-0.066,0.8509,0.4412
6.1394,3.44,0.0,-3.4375,-0.3438,-0.0756,0.4255,0.0061
6.1516,3.38,0.0,-3.375,-0.3375,-0.0839,1.3654,0.944
6.164,3.38,0.0,-3.375,-0.3375,-0.0922,0.6827,0.253
6.1762,3.38,0.0,-3.375,-0.3375,-0.1005,0.3414,-0.0966
6.1896,3.38,0.0,-3.375,-0.3375,-0.1095,0.1707,-0.2763
6.2017,3.31,0.0,-3.3125,-0.3313,-0.1176,1.2448,0.796
6.2137,3.31,0.0,-3.3125,-0.3313,-0.1255,0.6224,0.1656
6.2258,3.31,0.0,-3.3125,-0.3313,-0.1335,0.3112,-0.1536
6.2397,3.31,0.0,-3.3125,-0.3313,-0.1427,0.1556,-0.3184
6.2518,3.25,0.0,-3.25,-0.325,-0.1506,1.2377,0.7621
6.2639,3.25,0.0,-3.25,-0.325,-0.1585,0.6189,0.1354
6.276,3.25,0.0,-3.25,-0.325,-0.1663,0.3094,-0.1819
6.29,3.25,0.0,-3.25,-0.325,-0.1754,0.1547,-0.3457
6.302,3.25,0.0,-3.25,-0.325,-0.1832,0.0774,-0.4309
6.3142,3.31,0.0,-3.3125,-0.3313,-0.1913,-1.1154,-1.638
6.3264,3.38,0.0,-3.375,-0.3375,-0.1996,-1.7069,-2.244
6.3403,3.44,0.0,-3.4375,-0.3438,-0.2091,-1.8669,-2.4198
6.3525,3.5,0.0,-3.5,-0.35,-0.2176,-2.0915,-2.6591
6.3646,3.56,0.0,-3.5625,-0.3563,-0.2262,-2.2061,-2.7886
6.3767,3.56,0.0,-3.5625,-0.3563,-0.2349,-1.103,-1.6942
6.3906,3.56,0.0,-3.5625,-0.3563,-0.2448,-0.5515,-1.1525
6.4027,3.56,0.0,-3.5625,-0.3563,-0.2534,-0.2758,-0.8854
6.4154,3.62,0.0,-3.625,-0.3625,-0.2627,-1.2397,-1.8648
6.4276,3.62,0.0,-3.625,-0.3625,-0.2715,-0.6198,-1.2538
6.4408,3.62,0.0,-3.625,-0.3625,-0.281,-0.3099,-0.9535
6.453,3.81,0.0,-3.8125,-0.3813,-0.2903,-3.6223,-4.2939
6.4651,3.88,0.0,-3.875,-0.3875,-0.2997,-2.9746,-3.6617
6.4771,3.88,0.0,-3.875,-0.3875,-0.309,-1.4873,-2.1838
6.4912,3.94,0.0,-3.9375,-0.3938,-0.3201,-1.7496,-2.4634
6.5034,3.94,0.0,-3.9375,-0.3938,-0.3297,-0.8748,-1.5982
6.5155,3.94,0.0,-3.9375,-0.3938,-0.3392,-0.4374,-1.1704
