timestamp,pitch,setpoint,error,P,I,D,output
9.7269,5.31,0.0,-5.3125,-0.7969,-0.0017,0.0,-0.7985
9.7426,5.31,0.0,-5.3125,-0.7969,-0.0058,0.0,-0.8027
9.7573,5.31,0.0,-5.3125,-0.7969,-0.0097,0.0,-0.8066
9.7698,5.31,0.0,-5.3125,-0.7969,-0.013,0.0,-0.8099
9.782,5.31,0.0,-5.3125,-0.7969,-0.0163,0.0,-0.8132
9.7943,5.25,0.0,-5.25,-0.7875,-0.0195,0.611,-0.196
9.8081,5.12,0.0,-5.125,-0.7687,-0.023,1.4588,0.667
9.8229,5.06,0.0,-5.0625,-0.7594,-0.0268,1.3802,0.594
9.8363,5.12,0.0,-5.125,-0.7687,-0.0302,0.2679,-0.5311
9.8497,5.06,0.0,-5.0625,-0.7594,-0.0336,0.7202,-0.0728
9.8673,5.0,0.0,-5.0,-0.75,-0.038,0.8591,0.0711
9.8808,4.94,0.0,-4.9375,-0.7406,-0.0414,1.0689,0.2869
9.894,5.0,0.0,-5.0,-0.75,-0.0446,0.0702,-0.7245
9.9086,5.12,0.0,-5.125,-0.7687,-0.0484,-0.9825,-1.7997
9.9235,5.19,0.0,-5.1875,-0.7781,-0.0523,-1.0935,-1.9239
9.9368,5.25,0.0,-5.25,-0.7875,-0.0558,-1.2174,-2.0607
9.9503,5.38,0.0,-5.375,-0.8063,-0.0594,-1.8429,-2.7085
9.9681,5.44,0.0,-5.4375,-0.8156,-0.0642,-1.5273,-2.4072
9.9817,5.44,0.0,-5.4375,-0.8156,-0.0679,-0.9164,-1.7999
9.9954,5.44,0.0,-5.4375,-0.8156,-0.0716,-0.5498,-1.4371
10.0095,5.38,0.0,-5.375,-0.8063,-0.0754,0.2029,-0.6788
10.0274,5.44,0.0,-5.4375,-0.8156,-0.0803,-0.2976,-1.1936
10.0409,5.56,0.0,-5.5625,-0.8344,-0.0841,-1.2864,-2.2048
10.0591,5.62,0.0,-5.625,-0.8438,-0.0892,-1.1843,-2.1172
10.0789,5.75,0.0,-5.75,-0.8625,-0.0948,-1.4698,-2.4271
10.0931,5.94,0.0,-5.9375,-0.8906,-0.0991,-2.4585,-3.4482
10.1091,5.94,0.0,-5.9375,-0.8906,-0.1038,-1.4751,-2.4695
10.1225,5.94,0.0,-5.9375,-0.8906,-0.1078,-0.8851,-1.8835
10.136,5.88,0.0,-5.875,-0.8812,-0.1118,0.0272,-0.9658
10.1498,5.75,0.0,-5.75,-0.8625,-0.1158,1.0991,0.1208
10.1683,5.62,0.0,-5.625,-0.8438,-0.121,1.4709,0.5062
10.182,5.44,0.0,-5.4375,-0.8156,-0.1247,2.5265,1.5862
10.196,5.38,0.0,-5.375,-0.8063,-0.1284,2.0535,1.1189
10.211,5.31,0.0,-5.3125,-0.7969,-0.1324,1.7358,0.8066
10.2295,5.31,0.0,-5.3125,-0.7969,-0.1373,1.0415,0.1073
10.2432,5.31,0.0,-5.3125,-0.7969,-0.141,0.6249,-0.3129
