timestamp,pitch,setpoint,error,P,I,D,output
1.6619,1.25,0.0,-0.0625,0.0375,-0.0004,0.0,0.0371
1.6722,1.25,0.0,-0.1219,0.0731,-0.0005,0.5796,0.6522
1.6895,1.25,0.0,-0.1783,0.107,-0.0009,0.3255,0.4316
1.7139,1.25,0.0,-0.2319,0.1391,-0.0014,0.2199,0.3576
1.733,1.19,0.0,-0.2796,0.1678,-0.002,0.2497,0.4155
1.7511,1.12,0.0,-0.3219,0.1931,-0.0025,0.2339,0.4245
1.7735,1.06,0.0,-0.3589,0.2154,-0.0033,0.1652,0.3772
1.7912,1.0,0.0,-0.391,0.2346,-0.004,0.1808,0.4113
1.8131,0.94,0.0,-0.4183,0.251,-0.005,0.1248,0.3708
1.8333,0.81,0.0,-0.438,0.2628,-0.0058,0.0974,0.3544
1.8513,0.69,0.0,-0.4505,0.2703,-0.0066,0.0696,0.3333
1.8738,0.56,0.0,-0.4561,0.2737,-0.0077,0.0249,0.2908
1.8928,0.62,0.0,-0.4646,0.2787,-0.0086,0.0444,0.3146
1.9142,0.69,0.0,-0.4757,0.2854,-0.0096,0.0522,0.3281
1.9341,0.81,0.0,-0.4925,0.2955,-0.0106,0.0843,0.3692
1.9518,1.0,0.0,-0.5179,0.3107,-0.0115,0.1443,0.4435
1.9741,1.19,0.0,-0.5514,0.3308,-0.0127,0.1497,0.4678
1.992,1.38,0.0,-0.5926,0.3555,-0.0138,0.23,0.5718
2.0141,1.5,0.0,-0.6379,0.3828,-0.0152,0.2049,0.5725
2.0345,1.62,0.0,-0.6873,0.4124,-0.0166,0.243,0.6388
2.0523,1.81,0.0,-0.7436,0.4461,-0.0179,0.3153,0.7435
2.0743,1.94,0.0,-0.8033,0.482,-0.0197,0.2717,0.734
2.0924,2.06,0.0,-0.8662,0.5197,-0.0212,0.3463,0.8448
2.1147,2.19,0.0,-0.9323,0.5594,-0.0233,0.297,0.833
2.1349,2.38,0.0,-1.0044,0.6026,-0.0253,0.3572,0.9345
2.1529,2.69,0.0,-1.0886,0.6531,-0.0273,0.4692,1.095
2.1749,2.94,0.0,-1.181,0.7086,-0.0299,0.4183,1.097
2.1929,3.25,0.0,-1.2845,0.7707,-0.0322,0.5747,1.3132
2.2152,3.5,0.0,-1.3952,0.8371,-0.0353,0.4983,1.3002
2.2354,3.75,0.0,-1.513,0.9078,-0.0384,0.581,1.4504
2.255,4.0,0.0,-1.6373,0.9824,-0.0416,0.6359,1.5767
2.2755,4.19,0.0,-1.7648,1.0589,-0.0452,0.6222,1.6359
2.2935,4.38,0.0,-1.8953,1.1372,-0.0486,0.725,1.8136
2.3158,4.56,0.0,-2.0287,1.2172,-0.0531,0.597,1.761
2.3359,4.62,0.0,-2.1585,1.2951,-0.0575,0.6447,1.8823
2.355,4.69,0.0,-2.285,1.371,-0.0618,0.6645,1.9736
2.376,4.69,0.0,-2.4051,1.4431,-0.0669,0.5716,1.9478
2.394,4.69,0.0,-2.5192,1.5115,-0.0714,0.6329,2.073
2.4163,4.75,0.0,-2.6308,1.5785,-0.0773,0.5007,2.0018
2.4367,4.75,0.0,-2.7367,1.642,-0.0829,0.5217,2.0809
2.4545,4.81,0.0,-2.8405,1.7043,-0.0879,0.5804,2.1968
2.4768,4.88,0.0,-2.9422,1.7653,-0.0945,0.457,2.1279
2.4948,5.0,0.0,-3.0451,1.8271,-0.1,0.5689,2.296
2.5167,5.06,0.0,-3.146,1.8876,-0.1069,0.4605,2.2412
2.537,5.12,0.0,-3.2449,1.947,-0.1135,0.4878,2.3213
2.5561,5.12,0.0,-3.3389,2.0034,-0.1198,0.4919,2.3754
2.5767,5.06,0.0,-3.4251,2.0551,-0.1269,0.4184,2.3466
2.5955,5.06,0.0,-3.507,2.1042,-0.1335,0.4375,2.4083
2.6179,5.0,0.0,-3.5816,2.149,-0.1415,0.3337,2.3412
2.638,4.94,0.0,-3.6494,2.1897,-0.1488,0.3361,2.3769
2.6571,4.88,0.0,-3.7107,2.2264,-0.1559,0.3201,2.3906
2.6777,4.81,0.0,-3.7658,2.2595,-0.1637,0.2673,2.3631
2.6973,4.81,0.0,-3.8181,2.2909,-0.1712,0.2674,2.3871
2.7181,4.88,0.0,-3.871,2.3226,-0.1792,0.2543,2.3977
2.7384,5.0,0.0,-3.9274,2.3565,-0.1872,0.2777,2.4469
2.758,5.06,0.0,-3.9842,2.3905,-0.195,0.2901,2.4856
2.7782,5.19,0.0,-4.0443,2.4266,-0.2032,0.297,2.5204
2.7974,5.31,0.0,-4.1078,2.4647,-0.2111,0.3304,2.5839
2.8185,5.44,0.0,-4.1742,2.5045,-0.2199,0.3162,2.6009
2.8389,5.56,0.0,-4.2437,2.5462,-0.2285,0.3401,2.6578
2.8588,5.62,0.0,-4.3127,2.5876,-0.2371,0.3473,2.6978
2.8788,5.75,0.0,-4.3846,2.6308,-0.2459,0.3594,2.7443
2.8984,5.75,0.0,-4.4529,2.6717,-0.2546,0.3477,2.7648
2.9192,5.88,0.0,-4.524,2.7144,-0.264,0.3422,2.7926
2.9394,6.0,0.0,-4.5978,2.7587,-0.2733,0.3656,2.851
2.9594,6.12,0.0,-4.6741,2.8045,-0.2826,0.3815,2.9033
2.9793,6.25,0.0,-4.7529,2.8518,-0.2921,0.3954,2.9551
2.9988,6.31,0.0,-4.8309,2.8985,-0.3015,0.3996,2.9966
3.0195,6.56,0.0,-4.9175,2.9505,-0.3117,0.4181,3.0569
3.04,6.69,0.0,-5.006,3.0036,-0.322,0.4319,3.1135
3.0605,6.81,0.0,-5.0963,3.0578,-0.3324,0.44,3.1654
3.08,6.94,0.0,-5.1884,3.113,-0.3425,0.4736,3.2441
3.0999,7.0,0.0,-5.2789,3.1674,-0.353,0.4548,3.2691
3.1204,7.19,0.0,-5.3744,3.2246,-0.3641,0.4643,3.3249
