timestamp,pitch,setpoint,error,P,I,D,output
9.8323,0.38,0.0,-0.375,-0.0375,-0.0,0.0,-0.0375
9.8471,0.38,0.0,-0.375,-0.0375,-0.0003,0.0,-0.0378
9.8594,0.38,0.0,-0.375,-0.0375,-0.0005,0.0,-0.038
9.8749,0.38,0.0,-0.375,-0.0375,-0.0008,0.0,-0.0383
9.888,0.38,0.0,-0.375,-0.0375,-0.0011,0.0,-0.0386
9.9003,0.44,0.0,-0.4375,-0.0438,-0.0013,-0.2025,-0.2476
9.9171,0.5,0.0,-0.5,-0.05,-0.0018,-0.271,-0.3228
9.9294,0.5,0.0,-0.5,-0.05,-0.0021,-0.1626,-0.2147
9.9415,0.5,0.0,-0.5,-0.05,-0.0024,-0.0976,-0.1499
9.9574,0.56,0.0,-0.5625,-0.0563,-0.0028,-0.2153,-0.2744
9.9697,0.56,0.0,-0.5625,-0.0563,-0.0032,-0.1292,-0.1886
9.9818,0.56,0.0,-0.5625,-0.0563,-0.0035,-0.0775,-0.1373
9.9939,0.56,0.0,-0.5625,-0.0563,-0.0038,-0.0465,-0.1066
10.0084,0.56,0.0,-0.5625,-0.0563,-0.0043,-0.0279,-0.0884
10.0208,0.5,0.0,-0.5,-0.05,-0.0046,0.1852,0.1306
10.0329,0.44,0.0,-0.4375,-0.0438,-0.0048,0.3165,0.2679
10.0452,0.44,0.0,-0.4375,-0.0438,-0.0051,0.1899,0.141
10.0587,0.44,0.0,-0.4375,-0.0438,-0.0054,0.1139,0.0648
10.0708,0.44,0.0,-0.4375,-0.0438,-0.0057,0.0684,0.019
10.0829,0.44,0.0,-0.4375,-0.0438,-0.0059,0.041,-0.0087
10.0952,0.44,0.0,-0.4375,-0.0438,-0.0062,0.0246,-0.0253
10.1088,0.5,0.0,-0.5,-0.05,-0.0065,-0.1679,-0.2245
10.1209,0.62,0.0,-0.625,-0.0625,-0.0069,-0.5145,-0.5839
10.133,0.69,0.0,-0.6875,-0.0688,-0.0073,-0.5151,-0.5912
10.1451,0.69,0.0,-0.6875,-0.0688,-0.0077,-0.3091,-0.3855
10.159,0.75,0.0,-0.75,-0.075,-0.0083,-0.3655,-0.4487
10.1711,0.81,0.0,-0.8125,-0.0813,-0.0087,-0.4263,-0.5163
10.1833,0.81,0.0,-0.8125,-0.0813,-0.0092,-0.2558,-0.3463
